"Nome da instituição/unidade";"Tipo de Logradouro";"Nome do Logradouro";"Número no Logradouro";"Complemento";"Bairro";"CEP";"Estado";"Municipio";"Latitude";"Longitude";"Telefone 1";"Telefone 2";"E-mail ";"Público atendido pela instituição";"A instituição atende algum outro público específico?";"Qual?";"Sexo do público atendido";"Modalidade de internação";;
"Associação para a Vida Sem Dorgas - Comunidade Terapêutica DECISÃO";"Rua";"Carlos Kusmann";"S/N";"BR-376 - 4km Estrada de Chão";"Contenda";"83005-970";"Paraná";"São José dos Pinhais - Paraná";"-25,5553344913";"-49,1865134049";"(41) 3634-1030";;"vidasemdrogas@terra.com.br";"Adolescentes - Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
"Comunidade Amigos da Vida - AMIV";"Rua";"Sebastiana Santana Fraga";36;"chácara";"Jardim São Paulo";"83060-500";"Paraná";"São José dos Pinhais - Paraná";"-25,5010401811";"-49,1482188741";"(41) 3383-6850";"(41) 3398-5070";"alex_sanches01@hotmail.com";"Adultos";"Não";;"Masculino";"Voluntária";;
"Comunidade Assistencial São Geraldo";"Rodovia";"Do Papel";12;"km - Caixa Postal 2097 - Próximo Motel Trianom";"Triangulo";"84262-980";"Paraná";"Telêmaco Borba - Paraná";"-24,3446835344";"-50,6582084913";"(41) 3273-4771";"(41) 9109-9667";"comusaogeraldo@hotmail.com";"Adultos";"Não";;"Masculino";"Voluntária";;
"Casa de Apoio Bom Samaritano";"Rodovia";"BR 369";"s/n";"KM 76 chácara";"Zona Rural";"85900-110";"Paraná";"Toledo - Paraná";"-24,7779519913";"-53,6768488163";"(45) 9979-0738";"(45) 9834-9095";;"Adolescentes - Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
"Obra Social Nossa Senhora da Glória Fazenda Da Esperança Cristo Rei";"Estrada";"Ouro Verde";"Km 10";"Caixa Postal 04";".";"85900-970";"Paraná";"Toledo - Paraná";"-";"-";"(45) 3252-5152";;"toledo.m@fazenda.org.br";"Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
"Associação Cultural Espiritual Missão Pelicano";"Rua";"MATO GROSSO";"S/Nº";"COMUNIDADE SÃO VACARIA";"CENTRO";"85440-000";"Paraná";"Ubiratã - Paraná";"-24,5381831973";"-52,9955879153";"(44) 9901-6812";;;"Adultos";"Não";;"Masculino";"Voluntária";;
"Centro de Recuperação Viva com Deus- CREVD";"Rua";"Ouro Branco";1767;;"Ouro Branco";"87508-265";"Paraná";"Umuarama - Paraná";"-23,7811684724";"-53,3370406";"(44) 3639-6050";"(44) 9836-3406";"crevedcentro@yahoo.com.br";"Adolescentes - Adultos - Idosos";"Não";;"Masculino";"Voluntária - Compulsória";;
"Casa de Recuperação Projeto Restauração";"Avenida";"Ângelo Moreira Fonseca";3660;;"Zona 1";"87504-050";"Paraná";"Umuarama - Paraná";"-23,7771121";"-53,3257294";"(44) 3056-5305";"(44) 8831-5441";"adminsitracao@projeto.org.br";;;;;;;
"Associação Desafio Jovem Canaã.";"Estrada";"Palma";"km. 7";"Fazenda Renascer - Próximo ao trevo de Maira Helena";"Fazenda";"87500-000";"Paraná";"Umuarama - Paraná";"-23,7685078826";"-53,3096462672";"(44) 3623-3746";;"adejac5@hotmail.com";"Adolescentes - Adultos";"Não";;"Masculino";"Voluntária - Compulsória";;
"Casa de Recuperação Projeto Restauração";"Estrada";"Goiânia Da Noite";"s/n";"Chácara Projeto Restauração - Próximo a praça Tamoio";"Praça Tamoio";"87503-050";"Paraná";"Umuarama - Paraná";"-23,7615598334";"-53,3355098644";"(44) 8831-5441";"(44) 3056-5305";"administração@projeto.org.br";"Adultos";"Não";;"Masculino";"Voluntária";;
"Clinica Santa Cruz ltda.";"Rua";"Perobal";3815;;"Centro";"87501-300";"Paraná";"Umuarama - Paraná";"-23,7670743254";"-53,3115774577";"(44) 3622-2591";"(44) 9967-2943";"santacruzps@uol.com.br";"Adultos";"Sim";"Deficiente Mental";"Feminino - Masculino";"Voluntária - Involuntária - Compulsória";;
"Associação Desafio Jovem Canaã";"Rua";"Dr. Camargo";4895;;"Centro";"87502-010";"Paraná";"Umuarama - Paraná";"-23,765012332";"-53,3176714365";"(44) 3623-3746";"(44) 8432-9470";"adejoc5@hotmail.com";"Adolescentes - Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
"Centro Terapêutico Amor Pela Vida - Unidade Vitorino";"Avenida";"Prudente de Moraes";215;;"Centro";"85520-000";"Paraná";"Vitorino - Paraná";"-26,2532109612";"-52,8008524405";"(15) 4874-6322";"(46) 8820-8188";;"Adultos - Idosos";"Sim";"Deficientes físicos";"Masculino";"Voluntária - Involuntária";;
"Unidade de Atendimento Intensivo do Programa Atitude em Caruaru - SEDSDH do Governo do Estado";"Sítio";"Terezinha";18;;"Engenho Novo";"54500-001";"Pernambuco";"Cabo de Santo Agostinho - Pernambuco";"-8,2905392226";"-35,0305276852";"(81) 8204-4749";;"atitudeintensivo.cabo@iatec.org.br";"Adultos - Idosos";"Não";;"Feminino - Masculino";"Voluntária";;
"Nova Aurora Comunidade Terapêutica";"Rua";"Albertina Albert";917;"km 12 - Chácara Riacho Fundo";"Aldeia";"54783-310";"Pernambuco";"Camaragibe - Pernambuco";"-7,9377718065";"-35,0162269116";"(81) 3459-3777";"(81) 3453-3401";"falecom@ctnovaaurora.com.br";"Adolescentes - Adultos";"Sim";"Adolescentes por ordem judicial";"Masculino";"Voluntária - Compulsória";;
"Unidade de Atendimento Intensivo do Programa Atitude em Caruaru - SEDSDH do Governo do Estado";"Estrada";"de Aldeia";"Km 4,5";"Granja Alcântara";"Aldeia";"54786-000";"Pernambuco";"Camaragibe - Pernambuco";"-8,0215070589";"-34,9820126534";"(81) 8687-5003";;"atutudedeintensivo.recife@iatec.org.br";"Adultos - Idosos";"Não";;"Feminino - Masculino";"Voluntária";;
"Centro d eTratamento para Usuario de Alcool e Outras Drogas/Grupo Recanto";"Sítio";"Gregorio Bezerra";"S/N";"km-12 da Estrada de Aldeia- Rancho Parari";"Aldeia";"54783-310";"Pernambuco";"Camaragibe - Pernambuco";"-7,9754733833";"-35,000878243";"(81) 3459-1344";"(81) 3459-1827";;"Adultos";"Não";;"Masculino";"Voluntária - Compulsória";;
"Alvorada Comunidade Terapêutica Limitada";"Rua";"José Verissímo";"S/N";"Km 8,9";"Aldeia";"54789-080";"Pernambuco";"Camaragibe - Pernambuco";"-7,9667090465";"-34,9963181709";"(81) 3459-1453";;"contato@alvoradact.com";"Adultos - Idosos";"Sim";"Pessoas com qualquer tipo de obsessão,complusão.";"Masculino";"Voluntária";;
"Associação Chasah - Unidade II";"Estrada";"do Serrote dos Bois";"s/n";"Sítio da Pedra Miuda";"Alto do Moura";"55000-990";"Pernambuco";"Caruaru - Pernambuco";"-8,3008843857";"-35,9967598722";"(81) 9481-9297";"(81) 9921-1447";"benildo.neide@hotmail.com";"Adultos";"Não";;"Masculino";"Voluntária";;
"Obra Social N.S. da Gloria: Fazenda da Esperança";"Rua";"Silva Jardim";87;;"Centro";"25004-210";"Pernambuco";"Caruaru - Pernambuco";"-8,2837490843";"-35,971874337";"(81) 3221-4649";;;"Adolescentes - Adultos";"Sim";"Portadoras de hyv,para encaminhamento para a fazenda em São Paulo";"Feminino - Masculino";"Voluntária";;
"Unidade de Atendimento Intensivo do Programa Atitude em Caruaru - SEDSDH do Governo do Estado";"Sítio";"Pitombeira";150;"Br104";"Zona Rural";"50000-000";"Pernambuco";"Caruaru - Pernambuco";"-8,2769754446";"-35,9783813761";"(81) 9673-1063";;"atitude.agnestecentral.cai@cercap.org.br";"Adultos - Idosos";"Não";;"Feminino - Masculino";"Voluntária";;
"Centro de Recuperação Rosa de Sarom";"Travessa";"Mestre Vitalino";"S/n";;"Alto do Moura";"55000-990";"Pernambuco";"Caruaru - Pernambuco";"-8,2949002";"-35,9894491";"(81) 3722-7428";;;"Adultos";"Sim";"atendimento psiquiátrico";"Feminino";"Voluntária";;
"Desafio Jovem Luz e Vida";"Estrada";"do Sítio Campo";"S/N";;"Sítio Campo";"55000-001";"Pernambuco";"Caruaru - Pernambuco";"-8,2715394614";"-35,9838745401";"(81) 9157-3272";;"cleberdesafiojovem@hotmail.com";"Adolescentes - Adultos";"Não";;"Masculino";"Voluntária";;
"Centro de Recuperação Rosa de Sarom";"Rua";"Segunda Travessa Mestre Vitalino";"S/N";;"Alto do Moura";"55040-020";"Pernambuco";"Caruaru - Pernambuco";"-8,2796934081";"-35,9879944132";"(81) 3722-7428";;"clinicadaalmarosadesarom@hotmail.com";"Adultos";"Não";;"Feminino";"Voluntária";;
"Centro Evangélico de Recuperação Social de Caruaru";"Rua";"Laércio Florêncio";"s/n";"Loteamento Mestre Vitalino, próximo ao museu";"Alto do Moura";"55000-000";"Pernambuco";"Caruaru - Pernambuco";"-8,2864882347";"-35,9852478312";"(81) 3722-2280";;"desafiojovemcaruaru@yahoo.com.br";"Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
"Associação Rugido do Leão";"Engenho";"Roçadinho";300;"Zona Rural";"Distrito de Roçadinho";"55400-000";"Pernambuco";"Catende - Pernambuco";"-8,6584250986";"-35,7207728283";"(81) 3673-2024";"(81) 9976-0191";"associacaorugidodoleao@hotmail.com";"Adultos";"Não";;;"Voluntária";;
"Desafio Jovem Trindade";"Rua";"Ataulfo Alves";"s/n";;"Heliópolis";"55298-436";"Pernambuco";"Garanhuns - Pernambuco";"-8,8837677";"-36,4587123";"(87) 3762-0895";;"trinidadivina@hotmail.com";"Adultos";"Não";;"Masculino";"Voluntária";;
"Obra Social Nossa Senhora da Glória Fazenda Da Esperança Casa Santa Rita";"Rua";".";".";"Caixa Postal 12";".";"55290-970";"Pernambuco";"Garanhuns - Pernambuco";"-";"-";"(87) 3761-0594";;"garanhuns.m@fazenda.org.br";"Adultos - Idosos";"Não";;"Feminino";"Voluntária";;
"Obra Social Nossa Senhora da Glória Fazenda Da Esperança Santa Rosa";"Rua";".";".";"Caixa Postal 12";"Zona Rural do distrito de Iratama";"55293-310";"Pernambuco";"Garanhuns - Pernambuco";"-8,8913091668";"-36,4967419645";"(87) 3762-4661";;"garanhuns.m@fazenda.org.br";"Adolescentes - Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
"Centro de Tratamento para Usuário de Álcool e Outras Drogas - Grupo Recanto";"Avenida";"Severino Tavares Uchoa";2000;"Sítio";"Agamenon Magalhães";"53640-360";"Pernambuco";"Igarassu - Pernambuco";"-7,8257209";"-34,9244225";"(81) 3543-0300";"(81) 3543-3727";"iguaraçu@gruporecanto.com.br";"Adultos";"Não";;"Masculino";"Voluntária - Involuntária - Compulsória";;
"Oasis da Liberdade";"Estrada";"do Conga";60;;"Zona Rural";"53610-000";"Pernambuco";"Igarassu - Pernambuco";"-7,832245806";"-34,912812572";"(81) 9781-8400";;"oasisdaliberdade@gmail.com";"Adultos";"Não";;"Masculino";"Voluntária";;
"Comunidade Terapêutica Itamaracá Renascer - Unidade de Atendimento á Família";"Rua";"São Lourenço da Mata";122;;"Bairro Novo";"53900-000";"Pernambuco";"Ilha de Itamaracá - Pernambuco";"-7,7614693945";"-34,828936619";"(81) 3544-4311";"(81) 8691-1086";"itamaracarenascer@hotmail.com";"Adultos - Idosos";"Não";;"Masculino";"Voluntária - Involuntária - Compulsória";;
"Comunidade Terapêutica Itamaracá Renascer";"Rua";"Carlos Antão Pereira de Lima";55;;"Forno da Cal";"53900-000";"Pernambuco";"Ilha de Itamaracá - Pernambuco";"-7,7895849122";"-34,847550013";"(81) 3544-4311";"(81) 8689-1086";"itamaracarenasecer@hotmail.com";"Adolescentes - Adultos - Idosos";"Não";;"Masculino";"Voluntária - Involuntária - Compulsória";;
"Sara Nordeste";"Rua";"Juscelino Kubitchek";13;;"Mangueira";"53700-970";"Pernambuco";"Itapissuma - Pernambuco";"-7,7742158336";"-34,8997977731";"(81) 8854-1655";;"sarandonordeste@hotmail.com";"Adultos";;;"Masculino";"Voluntária";;
"Sociedade Assistencial Saravida";"Rua";"Capitão Médico Ozias Ribeiro";460;;"Barra de Jangada";"54450-020";"Pernambuco";"Jaboatão dos Guararapes - Pernambuco";"-8,2153642983";"-34,925788609";"(81) 3478-2030";"(81) 3091-0190";"contato@saravida.org.br";"Adultos";"Não";;;"Voluntária";;
"Unidade de Atendimento Intensivo do Programa Atitude em Jaboatão - SEDSDH do Governo do Estado";"Sítio";"Usina Bruno Bulhões";"S/Nº";"Rodovia PE 07, KM 19";"Bulhões";"54080-035";"Pernambuco";"Jaboatão dos Guararapes - Pernambuco";"-8,1093008697";"-35,0208729186";"(81) 3481-0296";;"atitudeintensivojaboatao@iatec.org.br";"Adultos - Idosos";"Não";;"Feminino - Masculino";"Voluntária";;
"Instituição Social Manassés";"Rua";"Coronel Waldemar Basgal";344;;"Piedade";"54400-170";"Pernambuco";"Jaboatão dos Guararapes - Pernambuco";"-8,1629961089";"-34,917998242";"(81) 3062-6636";;;"Adultos";"Não";;"Masculino";"Voluntária";;
"Desafio Jovem do Recife";"Estrada";"Mumbeca";"S/N";"Km 25";"Cova da Onça";"53401-970";"Pernambuco";"Paulista - Pernambuco";"-7,9466710393";"-34,909285236";"(81) 3274-1858";;"desafiojovemdorecife@hotmail.com";"Adultos";"Não";;"Feminino";"Voluntária";;
"Desafio Jovem do Recife";"Estrada";"Mumbeca";"S/N";"Km 8";"Cova da Onça";"53401-970";"Pernambuco";"Paulista - Pernambuco";"-7,9354101838";"-34,9092154986";"(81) 3274-1858";;"desafiojovemdorecife@hotmail.com";"Adolescentes - Adultos";"Não";;"Masculino";"Voluntária";;
"Missão Assistencial Peniel";"Sítio";"Borda do Lago";"S/N";;"Sítio Serrota";"56460-000";"Pernambuco";"Petrolândia - Pernambuco";"-9,0724330402";"-38,2782418088";"(87) 9959-0251";"(87) 3851-1275";"prricardorodolfo@gmail.com";"Adultos";"Não";;"Masculino";"Voluntária";;
"Sociedade Assistêncial Saravida";"Avenida";"São Paulo";813;;"Jardim São Paulo";"50910-250";"Pernambuco";"Recife - Pernambuco";"-8,0785394538";"-34,9412933847";"(81) 3222-2728";;"contato@saravida.org.br";"Adultos";"Não";;"Feminino - Masculino";"Voluntária";;
"Desafio Jovem do Recife";"Avenida";"Afonso Olindense";46;;"Várzea";"50810-000";"Pernambuco";"Recife - Pernambuco";"-8,0314447";"-34,9557727";"(81) 3274-1858";"(81) 8791-2471";"desafiojovemdorecife@hotmail.com";"Adolescentes - Adultos";"Não";;"Feminino - Masculino";"Voluntária";;
"Gerência do Programa Atitude SEDSDH - Governo do Estado de Pernambuco";"Avenida";"Cruz Babugá";664;;"Santo Amaro";"50040-000";"Pernambuco";"Recife - Pernambuco";"-8,0681267443";"-34,8798788449";"(81) 3183-3047";"(81) 3183-3046";"coord.drogas@gmail.com";;;;;;;
"Oasis da Liberadade";"Rua";"Afonso Pena";46;;"Santo Amaro";"50050-130";"Pernambuco";"Recife - Pernambuco";"-8,0543637123";"-34,8882543061";"(81) 9781-8400";;"oasisliberdade@gmail.com";"Adultos";"Não";;"Masculino";"Voluntária";;
"Instituto Recife de Atenção Integral ás Dependências.";"Rua";"Meiguice";346;;"Sítio dos pintos";"52171-060";"Pernambuco";"Recife - Pernambuco";"-8,0132789816";"-34,9537755847";"(81) 3442-3371";"(81) 3268-3193";"institutoraid@terra.com.br";"Adultos";"Sim";"Transtornos Psicológicos";"Masculino";"Voluntária";;
"Centro de Tratamento para Usuário de Álcool e Outras Drogas - Grupo Recanto";"Rua";"Taió";220;"Loja - 04 - Galeria Alamedo do Forte";"Cordeiro";"50630-790";"Pernambuco";"Recife - Pernambuco";"-8,0571671169";"-34,9306387448";"(81) 3034-0200";;"juliana@gruporecanto.com.br";;;;;;;
"Associação Chasah - Escritório";"Avenida";"Teonilo Silvestre";318;"Sala 02";"São Cristovão";"55190-000";"Pernambuco";"Santa Cruz do Capibaribe - Pernambuco";"-7,9462466844";"-36,2414743291";"(81) 3705-1699";"(81) 1978-0107";"bn.com@hotmail.com.br";"Adolescentes - Adultos";"Não";;"Masculino";"Voluntária";;
"Obra Social N. S. da Glória-Fazenda da Esperança";"Fazenda";"São José da Jaboticaba";"S/N";"Zona rural";"Zona rural - CPostal Nº 20";"55670-970";"Pernambuco";"São Joaquim do Monte - Pernambuco";"-8,434217645";"-35,8120784761";"(81) 9123-9678";;"sãojoaquim_m@fazenda.org.br";"Adolescentes - Adultos";"Não";;"Masculino";"Voluntária";;
"Centro de Recuperação Dom Francisco Austragesilo de Mesquita";"Fazenda";"Juazeirinho";"S/N";;"Centro";"56903-900";"Pernambuco";"Serra Talhada - Pernambuco";"-7,9912197949";"-38,2956416458";"(87) 3831-1971";;"gilvanbezerra@libero.it";"Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
"Associação Missão Assistencial de Apoio ao Dependente Químico- ASPAC";"Sítio";"Perímetro Irrigado Cachoeira II";"s/n";"Lote- 13- P";"Zona Rural";"56912-225";"Pernambuco";"Serra Talhada - Pernambuco";"-7,9885176145";"-38,3010864258";"(81) 9628-3786";"(87) 3831-1234";"aspac@hotmail.com.br";"Adultos";"Não";;"Masculino";"Voluntária";;
"Casa de Recuperação Maranata";"Sítio";"Emanuel";"S/N";;"Arandu de Cima";"55602-971";"Pernambuco";"Vitória de Santo Antão - Pernambuco";"-8,1136693875";"-35,2926709629";"(81) 3222-2728";;"contato@saravida.org.br";"Adultos";"Não";;"Masculino";"Voluntária";;
"Fundação Padre Pio - Comunidade Terapêutica Casa de Vida Verdadeira";"Sítio";"Povoado Barreiro";"S/N";;"Zona Rural";"64460-000";"Piauí";"Água Branca - Piauí";"-5,8874587048";"-42,6379690436";"(86) 9441-7986";"(86) 9445-2296";"pe.rivaldo@hotmail.com";"Adultos";"Não";;"Masculino";"Voluntária";;
"Obra Social Nossa Senhora da Glória - Fazenda da Esperança Santa Faustina";"Fazenda";"Esperança";"S/N";"Km 06 - PI - Campo Maior - Coivaras";"Zona Rural";"64280-000";"Piauí";"Campo Maior - Piauí";"-4,8742699967";"-42,187517012";"(86) 3252-4010";"(86) 9974-8019";"campomaior.m@fazenda.org.br";"Adolescentes - Adultos";"Não";;"Masculino";"Voluntária";;
"Associação Civil Desafio Jovem do Piauí";"Rua";"José Reinaldo de Meneses";1115;"Próximo a Praça do Bairro Alto da Cruz";"Riacho Fundo";"64000-800";"Piauí";"Floriano - Piauí";"-6,7612355";"-42,9960791";"(89) 9978-7674";"(89) 9403-4499";"desafiojovemdopiaui@hotmail.com";"Adolescentes - Adultos";"Não";;"Masculino";"Voluntária";;
"Fazenda da Esperança Bom Jesus dos Passos";"Avenida";"Rafael Farias";"S/N";"Curia Diocesana";"Centro";"64500-000";"Piauí";"Oeiras - Piauí";"-7,0201928282";"-42,1282460978";"(89) 3462-1750";"(89) 3462-1250";;"Adolescentes - Adultos";"Não";;"Masculino";"Voluntária";;
"Associação Batista Johnston Centro de Restauração de Vidas";"Rua";"Caramuru";581;;"João Francisco da Guarita";"64425-400";"Piauí";"Parnaíba - Piauí";"-2,9193801433";"-41,7634557708";"(86) 8021-3528";;;"Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
"Espaço Semear - Projeto da Associação Casa de Compadre";"Rua";"Agostinho Pinheiro";432;;"Centro";"64255-000";"Piauí";"Pedro II - Piauí";"-4,4249391";"-41,4575469";"(86) 9962-4137";;"casadecompadre@hotmail.com";"Crianças - Adolescentes - Adultos - Idosos";"Sim";"Público em Vulnerabilidade";"Masculino";"Voluntária";;
"Comunidade Terapêutica Peniel";"Fazenda";"Morro das Quixandas";"S/N";;"Zona Rural";"64600-000";"Piauí";"Picos - Piauí";"-7,0897541949";"-41,4685844088";"(89) 9420-4649";;"comunidadeterapeuticapeniel@hotmail.com";"Adolescentes - Adultos";"Não";;"Masculino";"Voluntária";;
"Fundação Terapeutica Monte Tabor";"Distrito";"Sertão de dentro";"s/n";;"Zona Rural";"64250-000";"Piauí";"Piripiri - Piauí";"-4,2797523965";"-41,7719971109";"(86) 9960-2054";;"monte.tabor@live.com";"Adolescentes - Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
"Obra Social Nossa Senhora da Glória Fazenda Da Esperança Senhor Bom Jesus dos Passos";"Núcleo";"Rural Santa Joana D";"S/N";;"Data Talhada";"64510-000";"Piauí";"São João da Varjota - Piauí";"-6,9437279018";"-41,8892329336";"(88) 3462-1470";;"oieira.m@fazenda.org.br";"Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
"Comunidade Terapêutica Casa do Oleiro";"Avenida";"João XXIII";241;;"Noivos";"64045-000";"Piauí";"Teresina - Piauí";"-5,080902468";"-42,7783146547";"(86) 3133-0121";"(86) 3133-0121";;"Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
"Grupo Oficina da Vida";"Avenida";"Nicanor Barreto";5272;;"Vale Quem Tem";"64003-360";"Piauí";"Teresina - Piauí";"-5,0959491356";"-42,7987638163";"(86) 8877-4556";;"oficinadavida@live.com";"Crianças - Adolescentes - Adultos";"Não";;"Masculino";"Voluntária";;
"Comunidade Terapêutica BETESDA";"Rua";"Alvaro Mendes";1469;;"Centro";"64000-060";"Piauí";"Teresina - Piauí";"-5,0887519159";"-42,8099549762";"(86) 3223-8649";;"ctbetesda@hotmail.com";"Adultos";"Não";;"Masculino";"Voluntária";;
"Comunidade Terapêutica Fazenda da Paz- Luz e Vida";"Estrada";"da Cacimba Velha";"S/N";;"Zona Rural de Teresina";"64000-000";"Piauí";"Teresina - Piauí";"-5,0603837189";"-42,7932706522";"(86) 9427-0226";;"fazendadapaz@hotmail.com";"Adolescentes - Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
"Comunidade Terapêutica Fazenda da Paz";"Rua";"Governador Tibério Nunes";150;;"Cabral";"64000-750";"Piauí";"Teresina - Piauí";"-5,0855713751";"-42,7981865466";"(86) 3221-5995";"(86) 3226-1422";"fazendadapaz@gmail.com";"Adolescentes - Adultos - Idosos";"Sim";"Feminino";"Feminino - Masculino";;;
"associação manatha rio de janeiro";"Rua";"vinte e dois";10;;"alto da barra";"28950-000";"Rio de Janeiro";"Armação dos Búzios - Rio de Janeiro";"-22,7868058369";"-41,9664220242";"(21) 3799-8731";"(21) 3795-8324";"comunidade@manatharj.com";"Adultos";"Não";;"Masculino";"Voluntária";;
"Casa de Recuperação Desafio Jovem Missionário Gunnar Vingren";"Alameda";"Três";910;;"São Sebastião";"27337-050";"Rio de Janeiro";"Barra Mansa - Rio de Janeiro";"-22,5142518674";"-44,189368718";"(24) 3340-9968";"(24) 3347-0075";;"Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
"Clinica de Repouso Itabapoana";"Rua";"Durval Tito de Almeida";55;;"Novo";"28360-000";"Rio de Janeiro";"Bom Jesus do Itabapoana - Rio de Janeiro";"-21,1388466187";"-41,6733922628";"(22) 3831-1383";"(22) 3831-0890";"clinicarepouso1@hotmail.com";"Adultos";"Sim";"Psiquiatria";"Feminino - Masculino";"Voluntária - Involuntária";;
"AMAS - Associação Metodista de Ação Social";"Estrada";"Grisa";"s/n";"Km 9";"Angelim";"28900-001";"Rio de Janeiro";"Cabo Frio - Rio de Janeiro";"-";"-";"(22) 2643-3816";;"sos.vida@hotmail.com";"Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
